#IAU names		IVS names		SNR		SNR		KT-KU		KT-KY		KU-KY		KT-KU		KT-KY		KU-KY		Obscode		New detection	
#[J1950]		-		KT		KU		[kλ]		[kλ]		[kλ]		[Jy]		[Jy]		[Jy]		-		Y/N	
0613+570	 	0613+570	 	99.2	 	96.9	 	16946.787	 	28129.509	 	23276.051	 	0.259	 	0.248	 	-1	 	s14jl01d	 	Y	  
0616-116	 	0616-116	 	79.7	 	84.6	 	10927.757	 	30893.954	 	22603.281	 	0.161	 	0.145	 	0.176	 	s14jl01d	 	Y	  
0616-116	 	0616-116	 	81.3	 	89.6	 	10935.751	 	30800.796	 	22641.871	 	0.174	 	0.177	 	0.202	 	s14jl01c	 	Y	  
0616-116	 	0616-116	 	96	 	98.5	 	12847.402	 	28076.363	 	23313.186	 	-1	 	0.214	 	-1	 	s14jl01d	 	Y	  
0618-252	 	0618-252	 	124.4	 	127.9	 	27321.839	 	26852.534	 	7077.442	 	0.37	 	0.332	 	0.338	 	s14jl01d	 	Y	  
0618-252	 	0618-252	 	128.6	 	132.5	 	26157.562	 	22793.357	 	11672.725	 	0.388	 	0.4	 	0.459	 	s14jl01d	 	Y	  
0620+227	 	0620+227	 	71.4	 	71.3	 	-1	 	35846.537	 	13105.149	 	-1	 	0.093	 	0.127	 	s14jl01c	 	Y	  
0620+227	 	0620+227	 	80.9	 	84.7	 	23379.196	 	36430.367	 	17096.503	 	0.152	 	0.129	 	0.172	 	s14jl01c	 	Y	  
0620+227	 	0620+227	 	82.4	 	85.1	 	24730.767	 	35793.501	 	22811.657	 	0.184	 	0.139	 	-1	 	s14jl01d	 	Y	  
0620+227	 	0620+227	 	82.9	 	82.2	 	23588.082	 	36209.003	 	21221.27	 	0.184	 	0.158	 	0.146	 	s14jl01d	 	Y	  
0627-199	 	0627-199	 	159.1	 	175.3	 	8212.408	 	26350.466	 	23312.743	 	0.276	 	0.436	 	0.703	 	s14jl01c	 	Y	  
0627-199	 	0627-199	 	182.5	 	186.5	 	10238.497	 	24576.964	 	23285.709	 	0.732	 	0.756	 	0.757	 	s14jl01d	 	Y	  
0627-199	 	0627-199	 	185.3	 	187.9	 	27378.377	 	30138.681	 	7190.787	 	-1	 	0.953	 	-1	 	s14jl01d	 	Y	  
0628-133	 	0628-133	 	63.2	 	-1	 	-1	 	24127.073	 	-1	 	-1	 	0.155	 	-1	 	s14jl01a	 	Y	  
0628-133	 	0628-133	 	92.3	 	106.4	 	10360.783	 	29625.945	 	22962.364	 	0.207	 	0.207	 	0.182	 	s14jl01c	 	Y	  
0628-133	 	0628-133	 	102	 	104.2	 	10241.953	 	29966.735	 	22860.53	 	0.14	 	0.247	 	0.191	 	s14jl01d	 	Y	  
0628-133	 	0628-133	 	114.1	 	113.6	 	12744.669	 	27032.183	 	23332.446	 	-1	 	0.306	 	-1	 	s14jl01d	 	Y	  
0633+595	 	0633+595	 	119.3	 	120.9	 	11794.995	 	19924.152	 	22605.859	 	0.238	 	0.27	 	0.185	 	s14jl01c	 	N	  
0633+595	 	0633+595	 	164.1	 	169	 	19150.233	 	29087.881	 	23214.74	 	0.31	 	0.501	 	0.545	 	s14jl01d	 	N	  
0633+595	 	0633+595	 	134.2	 	129.4	 	13848.197	 	23794.318	 	22996.617	 	0.402	 	0.523	 	0.471	 	s14jl01c	 	N	  
0633+595	 	0633+595	 	165.3	 	162.2	 	-1	 	27173.708	 	-1	 	-1	 	0.581	 	-1	 	s14jl01a	 	N	  
0633+595	 	0633+595	 	156.3	 	155.3	 	16149.839	 	26453.431	 	23148.62	 	0.639	 	0.613	 	0.61	 	s14jl01d	 	N	  
0633+595	 	0633+595	 	166.1	 	150.8	 	19788.057	 	29574.529	 	23216.23	 	0.532	 	-1	 	0.479	 	s14jl01a	 	N	  
0642+214	 	3C166	 	86.7	 	98.3	 	17895.019	 	35312.653	 	20185.085	 	0.121	 	0.182	 	0.253	 	s14jl01c	 	Y	  
0642+214	 	3C166	 	106.6	 	117.4	 	23567.667	 	35957.636	 	21924.027	 	0.361	 	0.202	 	-1	 	s14jl01d	 	Y	  
0642+214	 	3C166	 	110.5	 	117.9	 	24934.847	 	35503.063	 	23124.098	 	-1	 	0.207	 	-1	 	s14jl01d	 	Y	  
0642+214	 	3C166	 	114.5	 	115.1	 	22151.278	 	36277.189	 	19690.865	 	0.218	 	0.317	 	0.167	 	s14jl01c	 	Y	  
0650+371	 	0650+371	 	83.2	 	100.6	 	10917.33	 	29950.055	 	22920.951	 	0.126	 	0.193	 	0.2	 	s14jl01c	 	Y	  
0650+371	 	0650+371	 	64.6	 	-1	 	-1	 	36422.636	 	-1	 	-1	 	0.218	 	-1	 	s14jl01a	 	Y	  
0650+371	 	0650+371	 	95.9	 	100.6	 	16186.404	 	32743.764	 	22519.438	 	0.212	 	0.231	 	0.241	 	s14jl01c	 	Y	  
0650+371	 	0650+371	 	107.8	 	114.1	 	21103.572	 	34821.54	 	22346.874	 	0.326	 	0.28	 	0.297	 	s14jl01a	 	Y	  
0650+371	 	0650+371	 	114.2	 	116.7	 	26627.727	 	36335.502	 	23062.483	 	0.286	 	0.287	 	0.304	 	s14jl01d	 	Y	  
0650+371	 	0650+371	 	113.7	 	115	 	27404.185	 	36453.107	 	23248.582	 	0.373	 	0.369	 	-1	 	s14jl01d	 	Y	  
0657+172	 	0657+172	 	76.6	 	-1	 	-1	 	34650.131	 	-1	 	-1	 	0.267	 	-1	 	s14jl01a	 	N	  
0657+172	 	0657+172	 	86.8	 	-1	 	-1	 	34595.785	 	-1	 	-1	 	0.318	 	-1	 	s14jl01a	 	N	  
0657+172	 	0657+172	 	164.2	 	165.5	 	22060.045	 	36380.164	 	18753.63	 	0.553	 	0.635	 	0.664	 	s14jl01c	 	N	  
0657+172	 	0657+172	 	177.8	 	182.2	 	25193.911	 	36359.459	 	18984.655	 	0.697	 	0.7	 	0.687	 	s14jl01c	 	N	  
0657+172	 	0657+172	 	187.8	 	186.4	 	22792.434	 	35313.664	 	22501.735	 	-1	 	0.705	 	-1	 	s14jl01d	 	N	  
0657+172	 	0657+172	 	190.5	 	192	 	24511.628	 	34722.181	 	23303.318	 	-1	 	0.786	 	-1	 	s14jl01d	 	N	  
0700-101	 	0700-101	 	98.1	 	96.9	 	13023.519	 	28881.731	 	23256.597	 	-1	 	0.122	 	-1	 	s14jl01d	 	Y	  
0700-101	 	0700-101	 	78.1	 	80.6	 	11551.112	 	31610.234	 	22348.626	 	0.188	 	0.168	 	0.18	 	s14jl01d	 	Y	  
0700-101	 	0700-101	 	91.1	 	100.9	 	12262.962	 	29677.692	 	23091.052	 	-1	 	0.201	 	-1	 	s14jl01c	 	Y	  
0700-101	 	0700-101	 	78.9	 	84.2	 	27129.661	 	28868.702	 	14560.674	 	0.092	 	0.25	 	0.089	 	s14jl01a	 	Y	  
0714+457	 	0714+457	 	65.5	 	-1	 	-1	 	35710.197	 	-1	 	-1	 	0.186	 	-1	 	s14jl01a	 	Y	  
0714+457	 	0714+457	 	86.3	 	93.3	 	-1	 	26141.248	 	23329.329	 	-1	 	0.188	 	0.124	 	s14jl01c	 	Y	  
0714+457	 	0714+457	 	106.2	 	106.8	 	14030.596	 	29597.074	 	23221.058	 	-1	 	-1	 	0.185	 	s14jl01c	 	Y	  
0714+457	 	0714+457	 	110.9	 	109.5	 	18550.655	 	32280.808	 	23104.447	 	-1	 	0.3	 	-1	 	s14jl01a	 	Y	  
0718+042	 	0718+042	 	70.8	 	-1	 	-1	 	31443.687	 	-1	 	-1	 	0.246	 	-1	 	s14jl01a	 	Y	  
0718+042	 	0718+042	 	90.2	 	-1	 	-1	 	31027.343	 	-1	 	-1	 	0.388	 	-1	 	s14jl01a	 	Y	  
0718+042	 	0718+042	 	177.3	 	185.9	 	17915.019	 	33495.159	 	22440.531	 	0.715	 	0.485	 	0.523	 	s14jl01d	 	Y	  
0718+042	 	0718+042	 	158.6	 	149.2	 	17473.224	 	35154.594	 	20329.821	 	-1	 	0.651	 	-1	 	s14jl01c	 	Y	  
0718+042	 	0718+042	 	168.2	 	174.5	 	17427.07	 	35053.541	 	20500.081	 	0.738	 	0.68	 	0.699	 	s14jl01d	 	Y	  
0718+042	 	0718+042	 	179.6	 	193.5	 	17834.817	 	33583.907	 	22368.572	 	-1	 	0.761	 	-1	 	s14jl01c	 	Y	  
0723-008	 	0723-008	 	159.7	 	100.3	 	-1	 	29765.518	 	-1	 	-1	 	0.977	 	-1	 	s14jl01a	 	N	  
0723-008	 	0723-008	 	204	 	102.8	 	-1	 	29225.158	 	-1	 	-1	 	1.314	 	-1	 	s14jl01a	 	N	  
0723-008	 	0723-008	 	334.7	 	370	 	15453.544	 	33992.137	 	21328.724	 	3.101	 	1.903	 	2.79	 	s14jl01d	 	N	  
0723-008	 	0723-008	 	329.1	 	364.6	 	15487.522	 	34119.66	 	21181.812	 	2.883	 	1.99	 	2.756	 	s14jl01c	 	N	  
0723-008	 	0723-008	 	362.7	 	399.8	 	16306.084	 	32016.801	 	22868.456	 	3.333	 	2.09	 	-1	 	s14jl01d	 	N	  
0723-008	 	0723-008	 	363.4	 	402.9	 	16195.259	 	32122.807	 	22817.658	 	2.995	 	2.222	 	2.753	 	s14jl01c	 	N	  
0723+219	 	0723+219	 	96	 	104.9	 	15924.658	 	34609.584	 	20650.069	 	0.16	 	0.162	 	-1	 	s14jl01c	 	Y	  
0723+219	 	0723+219	 	109.3	 	110.3	 	20540.06	 	35965.222	 	19896.416	 	-1	 	0.286	 	-1	 	s14jl01c	 	Y	  
0723+219	 	0723+219	 	121.7	 	124.1	 	24381.739	 	35749.609	 	22701.845	 	-1	 	0.291	 	-1	 	s14jl01d	 	Y	  
0723+219	 	0723+219	 	119.2	 	118.5	 	22440.521	 	36299.539	 	19797.299	 	0.325	 	0.317	 	0.31	 	s14jl01a	 	Y	  
0723+219	 	0723+219	 	121	 	122.5	 	25838.607	 	35427.153	 	23325.917	 	0.357	 	0.32	 	-1	 	s14jl01d	 	Y	  
0723+219	 	0723+219	 	121.4	 	120.9	 	25644.425	 	36417.005	 	20295.367	 	0.329	 	0.321	 	0.309	 	s14jl01a	 	Y	  
0727-025	 	0727-025	 	88.3	 	90.7	 	14714.297	 	33402.349	 	21719.238	 	-1	 	0.096	 	-1	 	s14jl01d	 	Y	  
0727-025	 	0727-025	 	92.7	 	97.2	 	15893.422	 	31283.122	 	23050.059	 	0.181	 	0.126	 	0.184	 	s14jl01d	 	Y	  
0727-025	 	0727-025	 	85	 	97.4	 	14711.3	 	33315.511	 	21795.441	 	-1	 	0.172	 	-1	 	s14jl01c	 	Y	  
0727-025	 	0727-025	 	88.9	 	100.6	 	16067.186	 	31133.42	 	23105.731	 	0.169	 	0.222	 	0.204	 	s14jl01c	 	Y	  
0738+272	 	0738+272	 	-1	 	67.9	 	13932.971	 	-1	 	21659.342	 	0.073	 	-1	 	0.152	 	s14jl01c	 	Y	  
0738+272	 	0738+272	 	79.1	 	89.4	 	18924.174	 	35157.549	 	20988.533	 	-1	 	0.155	 	-1	 	s14jl01c	 	Y	  
0738+272	 	0738+272	 	87.4	 	93.5	 	20680.899	 	35665.817	 	20862.703	 	0.177	 	0.166	 	0.215	 	s14jl01a	 	Y	  
0738+272	 	0738+272	 	91.5	 	99	 	24238.602	 	36359.512	 	21019.847	 	0.217	 	0.183	 	0.226	 	s14jl01a	 	Y	  
0738+272	 	0738+272	 	100.9	 	99.7	 	25551.824	 	36199.181	 	22650.89	 	0.228	 	-1	 	0.194	 	s14jl01d	 	Y	  
0738+272	 	0738+272	 	96.1	 	96.6	 	26645.701	 	36047.392	 	23310.597	 	-1	 	0.216	 	-1	 	s14jl01d	 	Y	  
0738+313	 	0738+313	 	120.2	 	160.6	 	27183.695	 	-1	 	22827.677	 	0.269	 	-1	 	-1	 	s14jl01d	 	Y	  
0738+313	 	0738+313	 	132.9	 	158.9	 	25848.637	 	36419.232	 	22123.426	 	1.255	 	0.157	 	0.71	 	s14jl01d	 	Y	  
0738+313	 	0738+313	 	154.7	 	177.2	 	23947.831	 	36145.154	 	21694.69	 	1.361	 	0.285	 	0.746	 	s14jl01a	 	Y	  
0738+313	 	0738+313	 	148	 	165.1	 	11497.594	 	31483.11	 	22408.819	 	0.659	 	0.395	 	0.587	 	s14jl01c	 	Y	  
0738+313	 	0738+313	 	163.3	 	179	 	16871.37	 	33953.666	 	21786.539	 	-1	 	0.447	 	-1	 	s14jl01c	 	Y	  
0738+313	 	0738+313	 	169	 	182	 	19846.712	 	35053.313	 	21565.584	 	1.297	 	0.474	 	0.683	 	s14jl01a	 	Y	  
0740+828	 	0740+828	 	89.7	 	91.3	 	20330.167	 	20154.626	 	20024.47	 	0.098	 	0.183	 	0.208	 	s14jl01c	 	Y	  
0740+828	 	0740+828	 	91.3	 	84.9	 	20223.24	 	19116.937	 	19686.527	 	0.119	 	0.22	 	0.145	 	s14jl01c	 	Y	  
0740+828	 	0740+828	 	99.3	 	108.2	 	24040.122	 	24757.926	 	18982.143	 	-1	 	0.228	 	-1	 	s14jl01d	 	Y	  
0740+828	 	0740+828	 	85.4	 	-1	 	-1	 	23117.59	 	-1	 	-1	 	0.246	 	-1	 	s14jl01a	 	Y	  
0740+828	 	0740+828	 	99.8	 	104.5	 	24211.243	 	24353.096	 	18472.625	 	0.199	 	0.261	 	0.302	 	s14jl01d	 	Y	  
0740+828	 	0740+828	 	98.9	 	78.5	 	21035.126	 	22177.627	 	20395.01	 	0.159	 	0.266	 	0.116	 	s14jl01a	 	Y	  
0741-045	 	0741-045	 	-1	 	61.4	 	14256.828	 	-1	 	22688.188	 	0.115	 	-1	 	0.109	 	s14jl01c	 	Y	  
0741-045	 	0741-045	 	-1	 	62.2	 	16908.574	 	-1	 	23332.137	 	0.128	 	-1	 	0.127	 	s14jl01c	 	Y	  
0742+792	 	0742+792	 	91.7	 	89.5	 	-1	 	18183.557	 	20091.507	 	-1	 	0.141	 	0.166	 	s14jl01c	 	Y	  
0742+792	 	0742+792	 	92.4	 	96.4	 	19206.763	 	19786.169	 	20551.654	 	0.152	 	0.153	 	0.243	 	s14jl01c	 	Y	  
0742+792	 	0742+792	 	118	 	117.8	 	24742.32	 	26276.727	 	19070.245	 	-1	 	0.289	 	-1	 	s14jl01d	 	Y	  
0742+792	 	0742+792	 	115.9	 	113.3	 	24951.563	 	25724.364	 	18316.398	 	0.312	 	0.301	 	-1	 	s14jl01d	 	Y	  
0742+792	 	0742+792	 	97.5	 	-1	 	21118.037	 	23963.861	 	-1	 	0.096	 	-1	 	-1	 	s14jl01a	 	Y	  
0742+792	 	0742+792	 	106.6	 	93.9	 	20263.393	 	22609.951	 	21025.422	 	0.21	 	0.319	 	0.209	 	s14jl01a	 	Y	  
0743+277	 	0743+277	 	109.5	 	111.4	 	13628.596	 	33059.866	 	21758.613	 	0.105	 	0.074	 	0.27	 	s14jl01c	 	Y	  
0743+277	 	0743+277	 	104	 	115.5	 	24408.693	 	36338.793	 	17438.006	 	0.121	 	0.156	 	0.358	 	s14jl01d	 	Y	  
0743+277	 	0743+277	 	113.1	 	123.7	 	18672.871	 	35031.567	 	21088.262	 	-1	 	0.191	 	-1	 	s14jl01c	 	Y	  
0743+277	 	0743+277	 	113.2	 	124.2	 	24616.888	 	36443.159	 	20618.589	 	0.315	 	0.281	 	0.336	 	s14jl01d	 	Y	  
0743+277	 	0743+277	 	131.5	 	130.3	 	20623.142	 	35614.063	 	20947.106	 	-1	 	0.35	 	-1	 	s14jl01a	 	Y	  
0743+277	 	0743+277	 	138.9	 	137.3	 	24189.605	 	36339.019	 	21100.326	 	-1	 	0.433	 	-1	 	s14jl01a	 	Y	  
0747+185	 	0747+185	 	93.2	 	114.1	 	22391.944	 	-1	 	21369.43	 	0.068	 	-1	 	0.317	 	s14jl01d	 	Y	  
0747+185	 	0747+185	 	108.9	 	112.1	 	22859.148	 	36424.559	 	19004.251	 	0.216	 	0.23	 	0.303	 	s14jl01c	 	Y	  
0747+185	 	0747+185	 	98.9	 	103.6	 	18805.575	 	35752.695	 	19497.896	 	0.2	 	0.259	 	0.229	 	s14jl01c	 	Y	  
0747+185	 	0747+185	 	120.1	 	122.9	 	23847.43	 	35190.342	 	22986.249	 	0.368	 	0.285	 	0.324	 	s14jl01d	 	Y	  
0747+185	 	0747+185	 	124.1	 	121.7	 	24166.62	 	36457.424	 	19082.549	 	0.344	 	0.336	 	0.321	 	s14jl01a	 	Y	  
0747+185	 	0747+185	 	123.4	 	87.7	 	26539.204	 	36092.686	 	19953.988	 	-1	 	0.336	 	-1	 	s14jl01a	 	Y	  
0749+376	 	0749+376	 	-1	 	63.3	 	15157.285	 	-1	 	22626.862	 	0.107	 	-1	 	0.139	 	s14jl01c	 	Y	  
0749+376	 	0749+376	 	77.1	 	78.9	 	18606.078	 	33776.471	 	22430.09	 	0.149	 	0.144	 	0.144	 	s14jl01a	 	Y	  
0749+376	 	0749+376	 	80.3	 	79.3	 	23159.285	 	35467.74	 	22480.535	 	0.155	 	-1	 	0.147	 	s14jl01a	 	Y	  
0749+376	 	0749+376	 	77	 	75.8	 	27063.733	 	36387.544	 	23235.408	 	0.157	 	0.153	 	0.14	 	s14jl01d	 	Y	  
0749+376	 	0749+376	 	80	 	78.7	 	25737.142	 	36147.645	 	22853.246	 	0.165	 	0.154	 	0.154	 	s14jl01d	 	Y	  
0751+485	 	0751+485	 	62.9	 	-1	 	-1	 	35096.454	 	-1	 	-1	 	0.194	 	-1	 	s14jl01a	 	Y	  
0751+485	 	0751+485	 	94.8	 	112	 	10298.583	 	25760.605	 	23328.845	 	0.154	 	0.196	 	0.304	 	s14jl01c	 	Y	  
0751+485	 	0751+485	 	111.4	 	120.9	 	14605.48	 	29172.615	 	23293.458	 	0.23	 	0.197	 	0.348	 	s14jl01c	 	Y	  
0751+485	 	0751+485	 	71.5	 	-1	 	-1	 	35491.467	 	-1	 	-1	 	0.224	 	-1	 	s14jl01a	 	Y	  
0751+485	 	0751+485	 	121.8	 	124.8	 	19706.021	 	32327.824	 	23227.341	 	-1	 	0.334	 	-1	 	s14jl01d	 	Y	  
0751+485	 	0751+485	 	127	 	123.5	 	22929.647	 	33944.436	 	23268.089	 	0.334	 	0.369	 	-1	 	s14jl01d	 	Y	  
0752-116	 	0752-116	 	155.4	 	164.5	 	11250.608	 	29699.724	 	23013.131	 	0.768	 	0.411	 	0.567	 	s14jl01d	 	Y	  
0752-116	 	0752-116	 	163	 	183.5	 	14310.329	 	26951.62	 	23303.383	 	-1	 	0.491	 	-1	 	s14jl01d	 	Y	  
0752-116	 	0752-116	 	114.5	 	-1	 	-1	 	24653.957	 	-1	 	-1	 	0.565	 	-1	 	s14jl01a	 	Y	  
0752-116	 	0752-116	 	183	 	197.6	 	13641.661	 	27392.482	 	23330.6	 	0.805	 	0.803	 	0.814	 	s14jl01c	 	Y	  
0752-116	 	0752-116	 	190.9	 	204.3	 	17920.624	 	25227.263	 	22659.442	 	0.751	 	0.816	 	0.89	 	s14jl01c	 	Y	  
0754-155	 	0754-155	 	106	 	108.7	 	14159.463	 	24710.072	 	23094.681	 	0.24	 	0.102	 	0.217	 	s14jl01d	 	Y	  
0754-155	 	0754-155	 	86	 	94.2	 	10184.445	 	27632.821	 	23271.803	 	0.161	 	0.146	 	0.227	 	s14jl01d	 	Y	  
0754-155	 	0754-155	 	98.9	 	106.6	 	12659.094	 	25613.891	 	23275.745	 	-1	 	0.233	 	-1	 	s14jl01c	 	Y	  
0754-155	 	0754-155	 	107.2	 	114.9	 	17356.863	 	23290.768	 	22314.678	 	0.271	 	0.265	 	0.317	 	s14jl01c	 	Y	  
0800+618	 	0800+618	 	68.3	 	71.5	 	-1	 	17483.89	 	22103.319	 	-1	 	0.084	 	0.138	 	s14jl01c	 	Y	  
0800+618	 	0800+618	 	117	 	103.4	 	19764.311	 	28906.605	 	23111.964	 	0.211	 	0.271	 	0.212	 	s14jl01a	 	Y	  
0800+618	 	0800+618	 	112.1	 	115.5	 	13287.318	 	21275.139	 	22646.385	 	0.307	 	0.295	 	0.357	 	s14jl01d	 	Y	  
0800+618	 	0800+618	 	106.5	 	115.3	 	13383.771	 	21478.973	 	22669.098	 	-1	 	0.302	 	-1	 	s14jl01c	 	Y	  
0800+618	 	0800+618	 	109	 	111.3	 	12255.113	 	16590.942	 	21943.22	 	0.314	 	0.356	 	0.342	 	s14jl01d	 	Y	  
0800+618	 	0800+618	 	122.8	 	114.5	 	17102.269	 	26520.213	 	23056.298	 	0.362	 	0.38	 	0.293	 	s14jl01a	 	Y	  
0804-055	 	0804-055	 	-1	 	61.3	 	14029.809	 	-1	 	22866.147	 	0.104	 	-1	 	0.112	 	s14jl01d	 	Y	  
0804-055	 	0804-055	 	-1	 	67.4	 	14644.711	 	-1	 	23116.142	 	-1	 	-1	 	-1	 	s14jl01c	 	Y	  
0804-055	 	0804-055	 	-1	 	60.8	 	18039.911	 	-1	 	23221.053	 	0.12	 	-1	 	0.133	 	s14jl01c	 	Y	  
0806+573	 	0806+573	 	86.2	 	92.3	 	10606.035	 	19586.497	 	22684.236	 	0.138	 	0.142	 	0.221	 	s14jl01c	 	Y	  
0806+573	 	0806+573	 	88.7	 	98.3	 	12659.346	 	23631.042	 	23077.678	 	0.195	 	0.179	 	0.221	 	s14jl01c	 	Y	  
0806+573	 	0806+573	 	64.6	 	-1	 	-1	 	33286.344	 	-1	 	-1	 	0.221	 	-1	 	s14jl01a	 	Y	  
0814-241	 	0814-241	 	143	 	143.8	 	8478.834	 	23014.578	 	23227.975	 	-1	 	0.514	 	-1	 	s14jl01d	 	N	  
0814-241	 	0814-241	 	158.7	 	174.4	 	11993.959	 	20695.568	 	22708.627	 	0.589	 	0.568	 	0.73	 	s14jl01c	 	N	  
0814-241	 	0814-241	 	162.5	 	173.3	 	17336.379	 	18375.166	 	20962.007	 	-1	 	0.633	 	-1	 	s14jl01c	 	N	  
0814-241	 	0814-241	 	179.4	 	178.3	 	27347.907	 	27199.528	 	7243.672	 	-1	 	0.905	 	-1	 	s14jl01d	 	N	  
0814+240	 	0814+240	 	-1	 	74.7	 	16165.838	 	-1	 	20872.693	 	0.156	 	-1	 	0.175	 	s14jl01c	 	Y	  
0814+240	 	0814+240	 	92.3	 	96.3	 	24316.782	 	36106.567	 	22055.409	 	0.1	 	0.154	 	0.201	 	s14jl01d	 	Y	  
0814+240	 	0814+240	 	82.5	 	86.5	 	20801.506	 	35911.84	 	20257.1	 	-1	 	0.154	 	-1	 	s14jl01c	 	Y	  
0814+240	 	0814+240	 	92.9	 	93.9	 	21748.46	 	36107.025	 	20214.08	 	0.186	 	0.183	 	0.202	 	s14jl01a	 	Y	  
0814+240	 	0814+240	 	97.2	 	96.4	 	25597.15	 	35773.141	 	23163.777	 	0.243	 	0.216	 	0.197	 	s14jl01d	 	Y	  
0814+240	 	0814+240	 	99.7	 	79	 	24958.073	 	36459.096	 	20511.027	 	-1	 	0.23	 	-1	 	s14jl01a	 	Y	  
0819+408	 	0819+408	 	77.8	 	85.8	 	-1	 	28238.419	 	23188.92	 	-1	 	0.077	 	-1	 	s14jl01c	 	Y	  
0819+408	 	0819+408	 	77.3	 	81.8	 	14909.757	 	31375.272	 	22903.467	 	-1	 	0.097	 	-1	 	s14jl01c	 	Y	  
0819+408	 	0819+408	 	96.3	 	98.7	 	17774.056	 	32859.947	 	22769.275	 	0.242	 	0.205	 	0.219	 	s14jl01a	 	Y	  
0819+408	 	0819+408	 	95.7	 	94.8	 	22035.766	 	34714.893	 	22748.6	 	0.223	 	0.208	 	0.207	 	s14jl01a	 	Y	  
0819+408	 	0819+408	 	99.8	 	100.6	 	26420.692	 	36097.463	 	23226.143	 	-1	 	-1	 	0.211	 	s14jl01d	 	Y	  
0819+408	 	0819+408	 	87	 	87.1	 	27288.436	 	36294.607	 	23321.86	 	-1	 	0.258	 	-1	 	s14jl01d	 	Y	  
0820+225	 	0820+225	 	89.8	 	78.8	 	25575.072	 	35543.215	 	23264.709	 	-1	 	0.151	 	-1	 	s14jl01d	 	Y	  
0820+225	 	0820+225	 	97.3	 	112.9	 	26838.593	 	35475.452	 	23168.075	 	0.167	 	0.165	 	0.271	 	s14jl01d	 	Y	  
0820+225	 	0820+225	 	83.4	 	77.6	 	15748.894	 	34504.827	 	20747.602	 	0.143	 	0.174	 	0.135	 	s14jl01c	 	Y	  
0820+225	 	0820+225	 	86.7	 	91.6	 	20448.277	 	35918.775	 	19997.903	 	0.22	 	0.19	 	0.196	 	s14jl01c	 	Y	  
0820+225	 	0820+225	 	99.7	 	120.6	 	25070.388	 	36456.067	 	20214.152	 	-1	 	0.248	 	-1	 	s14jl01a	 	Y	  
0821+621	 	0821+621	 	-1	 	62.5	 	-1	 	-1	 	22103.154	 	-1	 	-1	 	0.123	 	s14jl01c	 	Y	  
0821+621	 	0821+621	 	82.2	 	71.1	 	-1	 	21491.181	 	22658.206	 	-1	 	0.121	 	0.141	 	s14jl01c	 	Y	  
0821+621	 	0821+621	 	85	 	88.6	 	12357.229	 	16161.616	 	21844.757	 	0.244	 	0.225	 	0.247	 	s14jl01d	 	Y	  
0821+621	 	0821+621	 	101.3	 	97.9	 	17760.551	 	27083.664	 	23066.952	 	0.218	 	0.237	 	-1	 	s14jl01a	 	Y	  
0821+621	 	0821+621	 	93.1	 	95.3	 	13059.955	 	20513.338	 	22541.226	 	0.224	 	0.245	 	0.234	 	s14jl01d	 	Y	  
0821+621	 	0821+621	 	96.9	 	82.7	 	20560.119	 	29466.063	 	23095.463	 	0.162	 	0.262	 	0.139	 	s14jl01a	 	Y	  
0822+137	 	0822+137	 	90.4	 	91.7	 	25957.431	 	33751.74	 	22805.599	 	0.134	 	0.164	 	0.198	 	s14jl01d	 	Y	  
0822+137	 	0822+137	 	87.6	 	90.9	 	23738.668	 	33975.844	 	23326.867	 	0.18	 	0.178	 	0.196	 	s14jl01d	 	Y	  
0822+137	 	0822+137	 	86.4	 	86.8	 	20693.11	 	35620.727	 	20974.033	 	-1	 	0.179	 	-1	 	s14jl01c	 	Y	  
0822+137	 	0822+137	 	90.3	 	92.9	 	22129.943	 	34556.266	 	22879.267	 	0.183	 	0.183	 	0.196	 	s14jl01c	 	Y	  
0822+137	 	0822+137	 	88.2	 	98.1	 	25999.074	 	36006.982	 	18305.562	 	0.169	 	0.201	 	0.168	 	s14jl01a	 	Y	  
0824+355	 	0824+355	 	79.2	 	81.3	 	19542.549	 	34454.136	 	22153.552	 	0.142	 	0.114	 	0.166	 	s14jl01a	 	Y	  
0824+355	 	0824+355	 	75.1	 	72.1	 	15266.91	 	32606.785	 	22416.095	 	0.082	 	0.124	 	0.107	 	s14jl01c	 	Y	  
0824+355	 	0824+355	 	75.9	 	77.1	 	20280.058	 	34730.741	 	22137.599	 	-1	 	0.138	 	-1	 	s14jl01c	 	Y	  
0824+355	 	0824+355	 	84.5	 	95	 	23212.567	 	35677.259	 	22226.77	 	0.169	 	0.167	 	0.159	 	s14jl01a	 	Y	  
0824+355	 	0824+355	 	90.6	 	90.5	 	26784.883	 	36411.969	 	22984.448	 	0.166	 	0.174	 	0.173	 	s14jl01d	 	Y	  
0824+355	 	0824+355	 	86.1	 	88.2	 	25067.335	 	36131.487	 	22482.314	 	0.16	 	0.185	 	0.173	 	s14jl01d	 	Y	  
0828+493	 	0828+493	 	-1	 	160.1	 	-1	 	-1	 	23251.835	 	-1	 	-1	 	-1	 	s14jl01c	 	Y	  
0828+493	 	0828+493	 	123.3	 	131.1	 	12356.54	 	27200.334	 	23330.999	 	0.316	 	0.418	 	0.456	 	s14jl01c	 	Y	  
0828+493	 	0828+493	 	98.1	 	-1	 	-1	 	35223.067	 	-1	 	-1	 	0.425	 	-1	 	s14jl01a	 	Y	  
